Date,Adj Close,Close,High,Low,Open,Volume
2026-01-21,358.3999938964844,358.3999938964844,360.5,348.0,354.0,4215734
2026-01-22,358.20001220703125,358.20001220703125,361.8999938964844,355.5,359.0,4272878
2026-01-23,351.75,351.75,360.0,350.0,360.0,2791829
2026-01-27,338.6000061035156,338.6000061035156,353.8999938964844,336.25,351.5,3398617
2026-01-28,338.45001220703125,338.45001220703125,342.20001220703125,334.25,339.0,2459261
2026-01-29,331.04998779296875,331.04998779296875,341.75,330.0,338.45001220703125,2198689
2026-01-30,342.1000061035156,342.1000061035156,344.29998779296875,327.8500061035156,330.0,3524568
2026-02-02,330.8999938964844,330.8999938964844,335.5,327.79998779296875,333.6000061035156,2541479
2026-02-03,346.29998779296875,346.29998779296875,347.1499938964844,336.0,339.0,2677029
2026-02-04,348.79998779296875,348.79998779296875,349.6000061035156,342.3999938964844,346.0,1308910
2026-02-05,346.1000061035156,346.1000061035156,348.75,342.1499938964844,348.0,854324
2026-02-06,346.29998779296875,346.29998779296875,347.79998779296875,340.70001220703125,343.0,987442
2026-02-09,351.1499938964844,351.1499938964844,353.20001220703125,344.25,346.29998779296875,1812312
2026-02-10,354.95001220703125,354.95001220703125,358.25,350.29998779296875,351.1499938964844,2242653
2026-02-11,357.6000061035156,357.6000061035156,358.8999938964844,353.6000061035156,355.0,3710205
2026-02-12,356.8999938964844,356.8999938964844,358.54998779296875,351.0,355.8500061035156,2369562
2026-02-13,353.29998779296875,353.29998779296875,357.0,350.1000061035156,355.8999938964844,1402451
2026-02-16,356.6499938964844,356.6499938964844,357.3999938964844,347.6000061035156,351.8999938964844,1843335
2026-02-17,355.25,355.25,358.0,353.8500061035156,356.70001220703125,1688522
2026-02-18,355.5,355.5,357.75,352.3500061035156,352.3500061035156,707387
2026-02-19,348.29998779296875,348.29998779296875,357.5,347.0,355.5,881802
2026-02-20,345.0,345.0,349.3999938964844,344.1499938964844,348.0,943494
2026-02-23,339.04998779296875,339.04998779296875,346.8999938964844,338.04998779296875,345.0,836437
2026-02-24,337.45001220703125,337.45001220703125,339.8500061035156,334.54998779296875,338.20001220703125,922459
2026-02-25,334.8500061035156,334.8500061035156,341.3999938964844,333.1499938964844,337.5,1065257
2026-02-26,334.29998779296875,334.29998779296875,337.0,328.70001220703125,334.5,2779928
2026-02-27,333.6000061035156,333.6000061035156,335.6000061035156,330.6000061035156,334.0,2499099
2026-03-02,328.6499938964844,328.6499938964844,330.95001220703125,319.04998779296875,320.04998779296875,2294908
2026-03-04,319.6000061035156,319.6000061035156,326.45001220703125,319.04998779296875,325.0,2383939
2026-03-05,321.70001220703125,321.70001220703125,329.54998779296875,319.0,320.5,1725643
2026-03-06,318.45001220703125,318.45001220703125,324.0,317.20001220703125,322.3500061035156,1370659
2026-03-09,311.20001220703125,311.20001220703125,315.0,309.0,313.5,2091001
2026-03-10,321.70001220703125,321.70001220703125,323.75,314.0,314.0,1983815
2026-03-11,319.79998779296875,319.79998779296875,322.3500061035156,318.0,322.3500061035156,2322117
2026-03-12,318.6000061035156,318.6000061035156,319.6000061035156,313.6000061035156,319.0,1490019
2026-03-13,313.04998779296875,313.04998779296875,318.3999938964844,311.6000061035156,317.0,1181308
2026-03-16,308.8999938964844,308.8999938964844,314.8999938964844,303.3999938964844,313.1000061035156,1492228
2026-03-17,310.8999938964844,310.8999938964844,312.3999938964844,307.04998779296875,310.0,1418222
2026-03-18,324.1000061035156,324.1000061035156,325.1499938964844,309.6499938964844,311.8999938964844,2303353
2026-03-19,313.04998779296875,313.04998779296875,319.54998779296875,312.3999938964844,319.0,743413
2026-03-20,317.1000061035156,317.1000061035156,318.75,309.54998779296875,314.1000061035156,3295475
2026-03-23,312.1499938964844,312.1499938964844,314.45001220703125,309.8999938964844,312.0,1680349
2026-03-24,326.75,326.75,328.0,314.04998779296875,316.0,1850274
2026-03-25,325.1000061035156,325.1000061035156,328.0,321.1000061035156,325.20001220703125,1747543
2026-03-27,320.25,320.25,326.0,315.29998779296875,320.1499938964844,11093034
2026-03-30,305.0,305.0,317.79998779296875,303.0,313.6000061035156,2491353
2026-04-01,305.8999938964844,305.8999938964844,314.1499938964844,305.04998779296875,311.5,2958821
2026-04-02,308.54998779296875,308.54998779296875,310.3999938964844,300.1499938964844,305.0,906030
2026-04-06,308.0,308.0,311.70001220703125,305.6000061035156,308.54998779296875,1783590
2026-04-07,308.45001220703125,308.45001220703125,309.3500061035156,306.1499938964844,308.0,463978
2026-04-08,326.3999938964844,326.3999938964844,327.75,314.54998779296875,315.8999938964844,3710035
2026-04-09,326.1499938964844,326.1499938964844,330.0,322.8500061035156,326.3999938964844,1330907
2026-04-10,326.6000061035156,326.6000061035156,329.1000061035156,325.0,326.04998779296875,925839
2026-04-13,321.6499938964844,321.6499938964844,326.0,319.0,323.25,1183307
2026-04-15,332.25,332.25,333.8999938964844,323.8500061035156,327.6000061035156,2913613
2026-04-16,335.8999938964844,335.8999938964844,339.3999938964844,332.3999938964844,333.75,1694951
2026-04-17,337.8500061035156,337.8500061035156,338.54998779296875,332.5,334.0,1705375
2026-04-20,335.0,335.0,338.6000061035156,333.1000061035156,338.0,1393635
2026-04-21,334.45001220703125,334.45001220703125,338.25,331.70001220703125,336.8500061035156,2542703
2026-04-22,337.3500061035156,337.3500061035156,338.6000061035156,332.0,334.95001220703125,1510679
2026-04-23,340.6000061035156,340.6000061035156,343.79998779296875,336.29998779296875,338.95001220703125,5125903
2026-04-24,337.20001220703125,337.20001220703125,346.0,334.6000061035156,345.20001220703125,5986606
2026-04-27,333.5,333.5,341.54998779296875,331.6000061035156,337.95001220703125,2477665
2026-04-28,325.79998779296875,325.79998779296875,334.8500061035156,325.1000061035156,333.6000061035156,1966358
2026-04-29,325.1000061035156,325.1000061035156,331.79998779296875,322.20001220703125,327.75,3303303
2026-04-30,333.1499938964844,333.1499938964844,334.8999938964844,323.75,325.0,2106765
2026-05-01,333.1499938964844,333.1499938964844,333.1499938964844,333.1499938964844,333.1499938964844,0
2026-05-04,328.25,328.25,336.70001220703125,326.3999938964844,334.95001220703125,1293570
2026-05-05,324.79998779296875,324.79998779296875,329.1499938964844,324.0,328.04998779296875,1028856
2026-05-06,328.5,328.5,329.29998779296875,324.5,325.0,943356
2026-05-07,325.79998779296875,325.79998779296875,331.20001220703125,325.1000061035156,328.5,1176028
2026-05-08,321.70001220703125,321.70001220703125,325.75,321.1000061035156,325.75,1318431
2026-05-11,314.95001220703125,314.95001220703125,320.70001220703125,313.54998779296875,320.0,1288991
2026-05-12,309.45001220703125,309.45001220703125,316.95001220703125,308.0,314.45001220703125,1064020
2026-05-13,305.3500061035156,305.3500061035156,312.0,304.54998779296875,310.0,3272410
2026-05-14,309.8500061035156,309.8500061035156,311.8999938964844,305.0,311.8999938964844,2929457
2026-05-15,307.95001220703125,307.95001220703125,313.6000061035156,307.04998779296875,311.79998779296875,1032213
2026-05-18,302.95001220703125,302.95001220703125,306.45001220703125,301.25,306.0,1564205
2026-05-19,302.75,302.75,305.3500061035156,301.6000061035156,303.1000061035156,1325391
2026-05-20,300.6000061035156,300.6000061035156,302.3999938964844,298.0,302.1499938964844,1422312
2026-05-21,297.79998779296875,297.79998779296875,304.0,297.1499938964844,302.1000061035156,1712950
2026-05-22,299.70001220703125,299.70001220703125,302.5,296.79998779296875,300.8500061035156,3143267
2026-05-25,309.54998779296875,309.54998779296875,311.75,303.29998779296875,304.79998779296875,3918772
2026-05-26,317.0,317.0,318.0,309.6499938964844,310.0,3041108
2026-05-27,310.3999938964844,310.3999938964844,317.0,309.79998779296875,317.0,1174071
2026-05-28,310.3999938964844,310.3999938964844,310.3999938964844,310.3999938964844,310.3999938964844,0
2026-05-29,305.8999938964844,305.8999938964844,313.79998779296875,301.3500061035156,310.3999938964844,2044700
2026-06-01,300.95001220703125,300.95001220703125,308.3999938964844,299.54998779296875,305.8999938964844,1744494
2026-06-02,300.75,300.75,301.45001220703125,296.0,300.1000061035156,1983203
2026-06-03,309.1000061035156,309.1000061035156,310.1000061035156,298.04998779296875,300.75,2647388
2026-06-04,311.20001220703125,311.20001220703125,313.0,306.3999938964844,310.0,1979349
2026-06-05,314.79998779296875,314.79998779296875,316.95001220703125,312.5,313.0,2310384
2026-06-08,312.54998779296875,312.54998779296875,316.6499938964844,308.5,311.8500061035156,2005870
2026-06-09,322.8500061035156,322.8500061035156,324.8500061035156,311.0,311.0,2565174
2026-06-10,321.29998779296875,321.29998779296875,327.20001220703125,319.0,322.8500061035156,2360844
2026-06-11,321.3500061035156,321.3500061035156,323.45001220703125,318.1000061035156,320.0,1220092
2026-06-12,326.04998779296875,326.04998779296875,327.70001220703125,322.45001220703125,323.0,1478059
